artist,title,duration_dali,duration_rockband,delta,filename_dali,filename_rockband
scars on broadway,they say,168.978125,171.02802721088437,1.4628571428571429,/mnt/nfs/analysis/audio_database/dali/audio/75cbcf97065146cc9449cf72ea6afa0d.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Scars on Broadway - They Say
nirvana,sappy,206.2229375,210.62,1.7706666666666666,/mnt/nfs/analysis/audio_database/dali/audio/7a79a5aa99eb4bbf88becadd567d4464.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Nirvana - Sappy
blondie,hanging on the telephone,142.89124716553292,143.2801814058957,0.8126984126984127,/mnt/nfs/analysis/audio_database/dali/audio/7b01d2a4869445449c71b3e808b2bf62.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Blondie - Hanging on the Telephone
dire straits,sultans of swing,352.16033333333326,361.3586666666667,0.4053333333333333,/mnt/nfs/analysis/audio_database/dali/audio/7ccc8f9af62047578360bace6413443a.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Dire Straits - Sultans of Swing
lily allen,smile,199.14083333333332,193.5136507936508,-2.4613151927437644,/mnt/nfs/analysis/audio_database/dali/audio/7de0490290fc4915a6f8f02a9ce57507.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Lily Allen - Smile
beastie boys,sabotage,178.02229166666663,186.7288888888889,5.603555555555555,/mnt/nfs/analysis/audio_database/dali/audio/7e1eb51ff25a41368ed33da100ac1810.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Beastie Boys - Sabotage
queen,bicycle race,182.19027083333333,180.69727083333333,-0.832,/mnt/nfs/analysis/audio_database/dali/audio/7fd320dd60e64991a54c3903739f4ff4.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Queen - Bicycle Race
bon jovi,i'll be there for you,350.500125,345.36666666666673,5.781333333333333,/mnt/nfs/analysis/audio_database/dali/audio/807f707bb1c443ec9f93bba3f0b81dda.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Bon Jovi - I'll Be There For You
queen,hammer to fall,216.43755102040816,221.02533333333332,3.0506666666666664,/mnt/nfs/analysis/audio_database/dali/audio/81171230548549e896d7732be847c694.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Queen - Hammer to Fall
bon jovi,blaze of glory,342.2686458333333,340.70533333333333,0.384,/mnt/nfs/analysis/audio_database/dali/audio/82bf0ff1c5414d4d92172ad2a92e06f8.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Bon Jovi - Blaze Of Glory
kiss,shout it out loud,183.34476190476192,178.972,-7.637333333333333,/mnt/nfs/analysis/audio_database/dali/audio/82d48c15e917460db7cb83e911d580c6.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Kiss - Shout It Out Loud
red hot chili peppers,suck my kiss,218.93585416666667,221.50530612244896,3.9938321995464854,/mnt/nfs/analysis/audio_database/dali/audio/8404cf8259424ef892faf8b8200f94b6.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Red Hot Chili Peppers - Suck My Kiss
maroon 5,harder to breathe,179.8516099773243,175.8733333333333,1.0666666666666667,/mnt/nfs/analysis/audio_database/dali/audio/853e4bc739c64c42af355ad238d72e16.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Maroon 5 - Harder to Breathe
john lennon,imagine,187.9952708333333,193.4093333333333,7.210666666666667,/mnt/nfs/analysis/audio_database/dali/audio/888ce97e9b5147498dc70194b522c051.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/John Lennon - Imagine
green day,before the lobotomy,277.17224489795916,284.27066666666667,3.861333333333333,/mnt/nfs/analysis/audio_database/dali/audio/88ac8d580bc5414b8c89c46a1c26f2b5.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Green Day - Before the Lobotomy
iggy pop,the passenger,289.79154166666666,292.4858049886621,-3.297233560090703,/mnt/nfs/analysis/audio_database/dali/audio/8ae4aadb042c44b49046be7ef0b2b075.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Iggy Pop - The Passenger
the rasmus,in the shadows,232.00897916666668,241.34249433106567,-2.693514739229025,/mnt/nfs/analysis/audio_database/dali/audio/8b25d04d1cb54bfda738ee484720e135.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Rasmus - In The Shadows
bruce springsteen,the river,300.8906875,309.6554648526078,-0.3482993197278912,/mnt/nfs/analysis/audio_database/dali/audio/8cef9019e4454fbe8722774005235207.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Bruce Springsteen - The River
stevie nicks,edge of seventeen,328.278625,336.20135416666665,-0.29866666666666664,/mnt/nfs/analysis/audio_database/dali/audio/8e3ba70616ff49b1bda0e2c5f28b8578.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Stevie Nicks - Edge of Seventeen
eagles,life in the fast lane,290.14639455782316,290.156,2.837333333333333,/mnt/nfs/analysis/audio_database/dali/audio/915c867a5dd4449bb7a2eace1b280f29.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Eagles - Life In The Fast Lane
red hot chili peppers,scar tissue,220.77022916666667,220.06566893424042,4.899410430839002,/mnt/nfs/analysis/audio_database/dali/audio/92826d5549ff4c7a95aee7a62836cae2.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Red Hot Chili Peppers - Scar Tissue
bob dylan,tangled up in blue,342.68660416666665,350.41378684807256,4.365351473922902,/mnt/nfs/analysis/audio_database/dali/audio/980e824116b14379833ce2de70ec0875.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Bob Dylan - Tangled Up in Blue
counting crows,accidentally in love,194.10210416666663,194.99392290249432,4.435011337868481,/mnt/nfs/analysis/audio_database/dali/audio/98ec3201a8ef4876bff159b4c3a58d20.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Counting Crows - Accidentally in Love
red hot chili peppers,breaking the girl,297.49405895691615,300.6098866213152,3.320453514739229,/mnt/nfs/analysis/audio_database/dali/audio/9c89cdf204a541d58cdf7d273157445a.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Red Hot Chili Peppers - Breaking the Girl
the offspring,self esteem,255.9535600907029,261.0256689342404,3.8545124716553287,/mnt/nfs/analysis/audio_database/dali/audio/9c8bbe8d851c4f439032d2d0cc199540.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Offspring - Self Esteem
screaming trees,nearly lost you,246.32379166666664,250.4780045351474,4.73687074829932,/mnt/nfs/analysis/audio_database/dali/audio/a166888490d744638d9a2d7637d9cd80.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Screaming Trees - Nearly Lost You
david bowie,ziggy stardust,198.30857142857144,198.73772916666667,-0.064,/mnt/nfs/analysis/audio_database/dali/audio/a1c2773d54d14d8ea7467a7fdd67dcc1.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/David Bowie - Ziggy Stardust
reo speedwagon,take it on the run,243.83925,244.364,6.058666666666666,/mnt/nfs/analysis/audio_database/dali/audio/a87392ea6100446aabe6527651f2ae54.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/REO Speedwagon - Take It on The Run
billy joel,she's always a woman,190.4681875,195.9368333333333,-0.36266666666666664,/mnt/nfs/analysis/audio_database/dali/audio/a8c8b907ceba45ffbafc70e812ceab3a.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Billy Joel - She's Always A Woman
green day,restless heart syndrome,260.33704166666666,260.764,0.08533333333333333,/mnt/nfs/analysis/audio_database/dali/audio/a8f63d0e35114ebc9c0964d0b753b1f4.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Green Day - Restless Heart Syndrome
oasis,live forever,279.18002083333334,281.0673922902494,1.5557369614512473,/mnt/nfs/analysis/audio_database/dali/audio/ad62c709fb214da8b553974280aa05ec.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Oasis - Live Forever
creedence clearwater revival,down on the corner,164.7753125,162.65466666666666,-2.6666666666666665,/mnt/nfs/analysis/audio_database/dali/audio/ae76ab0b3b7f4f4c81fe90a48e0ca0cb.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Creedence Clearwater Revival - Down on the Corner
sublime,santeria,183.5138125,186.31333333333333,2.752,/mnt/nfs/analysis/audio_database/dali/audio/b002c06845a84bbe8bee4cc2ca07e8fb.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Sublime - Santeria
red hot chili peppers,parallel universe,270.0088888888889,269.2253333333333,1.3866666666666667,/mnt/nfs/analysis/audio_database/dali/audio/b0a245ede453409cbcf8555a4ca0074d.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Red Hot Chili Peppers - Parallel Universe
queen,play the game,213.44433333333333,216.23066666666668,-3.264,/mnt/nfs/analysis/audio_database/dali/audio/b28487da44f7452f89095ee1bc7201c4.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/Queen - Play The Game
the offspring,gone away,263.1118125,267.85523809523806,1.509297052154195,/mnt/nfs/analysis/audio_database/dali/audio/b3f05b2e58fe4b6eb54554ea5c32367f.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Offspring - Gone Away
the offspring,pretty fly (for a white guy),201.224126984127,193.0347392290249,-7.569705215419502,/mnt/nfs/analysis/audio_database/dali/audio/b4562207e751499a94c75b9aa9922ae0.mp3,/mnt/nfs/analysis/audio_database/separated_sources/rockband_multitrack/The Offspring - Pretty Fly (For a White Guy)
